"file_time","event_type","actor_login","repo_name","created_at","updated_at","action","comment_id","body","path","position","line","ref","ref_type","creator_user_login","number","title","labels","state","locked","assignee","assignees","comments","author_association","closed_at","merged_at","merge_commit_sha","requested_reviewers","requested_teams","head_ref","head_sha","base_ref","base_sha","merged","mergeable","rebaseable","mergeable_state","merged_by","review_comments","maintainer_can_modify","commits","additions","deletions","changed_files","diff_hunk","original_position","commit_id","original_commit_id","push_size","push_distinct_size","member_login","release_tag_name","release_name","review_state"
"2024-03-22 14:00:00","ReleaseEvent","JiaT75","tukaani-project/xz-embedded","2024-03-22 14:51:38","1970-01-01 00:00:00","published",0,"Notable changes since last release (20240124):

- Switched to the BSD Zero Clause License. Prior versions of the files and releases remain in the public domain.

- Added RISC-V filter support.

- Updates to `xz_wrap.sh`:

    * The dictionary size was increased from 32 MiB to 128 MiB

    * Architecture specific LZMA2 compression settings are now used, typically resulting in 0-2% improvement.

    * ARM64, RISC-V, and ARM-Thumb BCJ filters are now used when compressing those kernel images.

    * Single threaded mode is explicitly used now because XZ Utils 5.6.0 and later uses multi threaded mode by default.

- Optimized BCJ decoder loop conditions for slightly better speed.

- Changed the userspace Makefile to use C11 instead of C89.

- Updated documentation.","",0,0,"","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","v20240322","XZ Embedded 20240322","none"
"2024-03-22 12:00:00","DeleteEvent","JiaT75","tukaani-project/xz-embedded","2024-03-22 12:23:35","1970-01-01 00:00:00","none",0,"","",0,0,"userspace_misc","branch","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-22 12:00:00","PushEvent","JiaT75","tukaani-project/xz-embedded","2024-03-22 12:15:30","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/userspace_misc","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,2,"","","","none"
"2024-03-22 12:00:00","PushEvent","JiaT75","tukaani-project/xz-embedded","2024-03-22 12:23:23","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,0,"","","","none"
"2024-03-22 11:00:00","CreateEvent","JiaT75","tukaani-project/xz-embedded","2024-03-22 11:48:30","1970-01-01 00:00:00","none",0,"","",0,0,"userspace_misc","branch","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-22 11:00:00","PushEvent","JiaT75","tukaani-project/tukaani-project.github.io","2024-03-22 11:36:21","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",1,1,"","","","none"
"2024-03-19 11:00:00","PushEvent","JiaT75","tukaani-project/xz-embedded","2024-03-19 11:47:53","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/misc","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,2,"","","","none"
"2024-03-13 16:00:00","IssueCommentEvent","JiaT75","tukaani-project/xz","2024-03-13 16:12:30","2024-03-13 16:12:28","created",1994829182,"> I just updated the demo pipeline to ""somewhat complete"" state that suffices my own purposes:
> 
> * 4 Build Configuration with Visual Studio 2022 (x64 MSVC, x86 MSVC, x64 Clang-cl, x86 Clang-cl)
> * execution of the test executables
> * publishing of xz.exe and co (disabled per default)

This will be really helpful to include since for now I just test things locally on a VM with x64 MSVC. Automating this plus extending coverage will save me some effort :)

> Well, I'm neither familiar with github actions nor with windows batch (nor powershell). But I stuck to the ""out of the box"" tools for better compatibility with VS2022/Windows only setups.

I haven't worked much with Windows Batch scripting or PowerShell either :/
At a glance what you have makes sense but I will play around with it a bit.

> > The existing CI tests likely need a bit of a clean up anyway
> 
> I found 13 test-executables (test_*.exe). I added calls to those in `build-with-vs2022.bat` and to the pipeline. Not sure if there is a way to standardise test-execution over all platforms w/o rewriting the tests to some test-framework?

We currently just use the built-in test harnesses for our Autotools and CMake builds. The way you have it now seems logical, to just loop through the test executables and run them, although the best way to report the errors may need to be looked at. Maybe this is something we could add to `tuktest.h`, but at the moment I'm not sure how it would fit in.

> > We don't have plans for using CI for releases.
> 
> OK. To be honest, Windows releases for v5.6.x is what brought me here at the first place :-)

We had another recent request for Windows binaries, so we will more seriously consider this. We need to verify there are no license restrictions preventing us from distributing Windows binaries with the compiler we choose to use (MinGW-w64, MSVC, Clang-cl, etc.). Also, I would probably want to generate the Windows binaries locally instead of relying on GitHub runners. The GitHub CI runners are a common attack surface these days so it could be an extra risk. Currently, we only use CI for testing so if the GitHub runners are compromised then its not a security threat. 

> I'm more than happy to create PRs, adapt the scripts to the projects needs and clean things up as required. Feel also free to grab what you need.

I cloned your fork already, so no need to make a PR unless you want to. I suppose it could be helpful to keep the conversation focused on various parts of the code. We usually don't merge PRs directly anyway. Instead we usually take commits we like and adapt the other parts as needed. Don't worry, you'll still be the Author on any commits that are mostly unchanged :)
","",0,0,"","none","JiaT75",18,"[Feature Request]: Create Windows CI Support","[]","open",0,"","[]",16,"MEMBER","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-13 15:00:00","IssueCommentEvent","JiaT75","tukaani-project/xz","2024-03-13 15:50:19","2024-03-13 15:50:18","created",1994743011,"> I was also surprised that `#pragma routine novector` made the difference for `delta_decode`, which does not have a loop. It might have to do with the `restrict`. I haven't dug deeper.

Its likely the call to `decode_buffer()` is being inlined, so that could be why some sort of vectorization is happening. 

> The problems in `delta_decoder.c` and `range_decoder.h` have not been reported yet.

Does NVHPC support any kind of inline assembly, or is there something we are using that specifically is a problem?

> We monitor several issues ([1](https://gitlab.dkrz.de/dkrz-sw/yac/-/blob/c8fe4fe545ab2e6090afc649fb28263333bb4daf/src/config_yaml.c#L213-222), [2](https://gitlab.dkrz.de/dkrz-sw/yac/-/blob/c8fe4fe545ab2e6090afc649fb28263333bb4daf/src/config_yaml.c#L245-253), [3](https://gitlab.dkrz.de/dkrz-sw/yac/-/blob/c8fe4fe545ab2e6090afc649fb28263333bb4daf/src/config_yaml.c#L268-271)) in our project and I will let you know if anything changes.

Thanks!

","",0,0,"","none","JiaT75",91,"liblzma: Fix building with NVHPC (NVIDIA HPC SDK).","[]","open",0,"","[]",3,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-13 14:00:00","IssueCommentEvent","JiaT75","tukaani-project/xz","2024-03-13 14:44:50","2024-03-13 14:44:49","created",1994565554,"Hello! Thanks for reporting the inability to build on NVHPC and submitting the PR. The changes are minimal so supporting NVHPC seems worth the little bit of effort :)

I am curious why `#pragma routine novector` is needed in `delta_decoder.c` and not elsewhere. Has this bug been reported to the NVHPC developers?","",0,0,"","none","JiaT75",91,"liblzma: Fix building with NVHPC (NVIDIA HPC SDK).","[]","open",0,"","[]",1,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-11 14:00:00","IssuesEvent","JiaT75","tukaani-project/xz","2024-03-11 14:37:02","2024-03-11 14:37:02","closed",0,"### Describe the bug

    make  all-recursive
    make[1]: Entering directory '/Depot/jjj/xz-5.6.0'
    Making all in src
    make[2]: Entering directory '/Depot/jjj/xz-5.6.0/src'
    Making all in liblzma
    make[3]: Entering directory '/Depot/jjj/xz-5.6.0/src/liblzma'
    Making all in api
    make[4]: Entering directory '/Depot/jjj/xz-5.6.0/src/liblzma/api'
    make[4]: Nothing to be done for 'all'.
    make[4]: Leaving directory '/Depot/jjj/xz-5.6.0/src/liblzma/api'
    make[4]: Entering directory '/Depot/jjj/xz-5.6.0/src/liblzma'
    make[4]: Nothing to be done for 'all-am'.
    make[4]: Leaving directory '/Depot/jjj/xz-5.6.0/src/liblzma'
    make[3]: Leaving directory '/Depot/jjj/xz-5.6.0/src/liblzma'
    Making all in xzdec
    make[3]: Entering directory '/Depot/jjj/xz-5.6.0/src/xzdec'
    gcc -DHAVE_CONFIG_H -I. -I../..  -DTUKLIB_GETTEXT=0 -I../../src/common -I../../src/liblzma/api -I../../lib  -pthread -fvisibility=hidden -Wall -Wextra -Wvla -Wformat=2 -Winit-self -Wmissing-include-dirs -Wshift-overflow=2 -Wstrict-overflow=3 -Walloc-zero -Wduplicated-cond -Wfloat-equal -Wundef -Wshadow -Wpointer-arith -Wbad-function-cast -Wwrite-strings -Wdate-time -Wsign-conversion -Wfloat-conversion -Wlogical-op -Waggregate-return -Wstrict-prototypes -Wold-style-definition -Wmissing-prototypes -Wmissing-declarations -Wredundant-decls -O2 -fPIC -fno-strict-overflow -Wno-error -MT xzdec-xzdec.o -MD -MP -MF .deps/xzdec-xzdec.Tpo -c -o xzdec-xzdec.o `test -f 'xzdec.c'     || echo './'`xzdec.c
    xzdec.c: In function ‘sandbox_enter’:
    xzdec.c:329:36: error: ‘SYS_landlock_create_ruleset’ undeclared (first use in this function)
      329 |         int landlock_abi = syscall(SYS_landlock_create_ruleset,
          |                                    ^~~~~~~~~~~~~~~~~~~~~~~~~~~
    xzdec.c:329:36: note: each undeclared identifier is reported only once for each function it appears in
    xzdec.c:349:29: error: ‘SYS_landlock_restrict_self’ undeclared (first use in this function)
      349 |                 if (syscall(SYS_landlock_restrict_self, ruleset_fd, 0U) != 0)
          |                             ^~~~~~~~~~~~~~~~~~~~~~~~~~
    make[3]: *** [Makefile:606: xzdec-xzdec.o] Error 1
    make[3]: Leaving directory '/Depot/jjj/xz-5.6.0/src/xzdec'
    make[2]: *** [Makefile:427: all-recursive] Error 1
    make[2]: Leaving directory '/Depot/jjj/xz-5.6.0/src'
    make[1]: *** [Makefile:597: all-recursive] Error 1
    make[1]: Leaving directory '/Depot/jjj/xz-5.6.0'
    make: *** [Makefile:487: all] Error 2


I can compile older xz releases fine by the way, on the same system, so 5.4.x, 
5.2.x. Not sure what changed.

My system is a custom built slackware; I recompiled most
things from source following mostly LFS/BLFS instructions.
xz 5.6.x is not yet appearing on LFS, so I just poke in the
dark here really.

glibc is 2.33, gcc is 11.4.0.

### Version

5.6.0

### Operating System

linux

### Relevant log output

_No response_","",0,0,"","none","rubyFeedback",88,"[Bug]: Compile problem: SYS_landlock_restrict_self is undeclared","['bug']","closed",0,"","[]",9,"NONE","2024-03-11 14:37:01","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-09 12:00:00","IssueCommentEvent","JiaT75","tukaani-project/xz","2024-03-09 12:00:46","2024-03-09 12:00:45","created",1986837085,"Thanks @ndu2 for doing some benchmarking and the demo pipeline! I hadn't forgotten about this but we had higher priority things to work on instead. MSVC support for xz is still fairly recent, so adding it to the CI pipeline would be great. I'll take a look at your demo pipeline hopefully soon :)

The existing CI tests likely need a bit of a clean up anyway, some parts were written hastily by me. They have proven to be great for catching bugs though. We don't have plans for using CI for releases.

The assembly code is only for decoding so that explains your results. Using larger test files may help be sure that the results aren't due to noise.","",0,0,"","none","JiaT75",18,"[Feature Request]: Create Windows CI Support","[]","open",0,"","[]",14,"MEMBER","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-09 10:00:00","CreateEvent","JiaT75","tukaani-project/xz","2024-03-09 10:40:57","1970-01-01 00:00:00","none",0,"","",0,0,"v5.6.1","tag","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-09 10:00:00","PushEvent","JiaT75","tukaani-project/tukaani-project.github.io","2024-03-09 10:46:06","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",1,1,"","","","none"
"2024-03-09 10:00:00","ReleaseEvent","JiaT75","tukaani-project/xz","2024-03-09 10:44:38","1970-01-01 00:00:00","published",0,"Here is an extract from the NEWS file:

```
5.6.1 (2024-03-09)

    * liblzma: Fixed two bugs relating to GNU indirect function (IFUNC)
      with GCC. The more serious bug caused a program linked with
      liblzma to crash on start up if the flag -fprofile-generate was
      used to build liblzma. The second bug caused liblzma to falsely
      report an invalid write to Valgrind when loading liblzma.

    * xz: Changed the messages for thread reduction due to memory
      constraints to only appear under the highest verbosity level.

    * Build:

        - Fixed a build issue when the header file <linux/landlock.h>
          was present on the system but the Landlock system calls were
          not defined in <sys/syscall.h>.

        - The CMake build now warns and disables NLS if both gettext
          tools and pre-created .gmo files are missing. Previously,
          this caused the CMake build to fail.

    * Minor improvements to man pages.

    * Minor improvements to tests.
```","",0,0,"","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","v5.6.1","XZ Utils 5.6.1 Stable","none"
"2024-03-09 09:00:00","CreateEvent","JiaT75","tukaani-project/xz","2024-03-09 09:36:25","1970-01-01 00:00:00","none",0,"","",0,0,"v5.6_dev","branch","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-09 09:00:00","PushEvent","JiaT75","tukaani-project/xz","2024-03-09 09:51:04","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",8,8,"","","","none"
"2024-03-08 12:00:00","PushEvent","JiaT75","tukaani-project/tukaani-project.github.io","2024-03-08 12:06:53","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",1,1,"","","","none"
"2024-03-07 17:00:00","PushEvent","JiaT75","tukaani-project/tukaani-project.github.io","2024-03-07 17:44:35","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",1,1,"","","","none"
"2024-03-05 10:00:00","DeleteEvent","JiaT75","tukaani-project/xz","2024-03-05 10:18:48","1970-01-01 00:00:00","none",0,"","",0,0,"ifunc_updates","branch","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-04 17:00:00","PushEvent","JiaT75","tukaani-project/xz","2024-03-04 17:14:39","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/ifunc_updates","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,2,"","","","none"
"2024-03-04 17:00:00","PushEvent","JiaT75","tukaani-project/xz","2024-03-04 17:40:09","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/ifunc_updates","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,2,"","","","none"
"2024-03-04 17:00:00","PushEvent","JiaT75","tukaani-project/xz","2024-03-04 17:55:15","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/master","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,2,"","","","none"
"2024-03-04 16:00:00","PushEvent","JiaT75","tukaani-project/xz","2024-03-04 16:49:22","1970-01-01 00:00:00","none",0,"","",0,0,"refs/heads/ifunc_updates","none","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",2,2,"","","","none"
"2024-03-04 15:00:00","CreateEvent","JiaT75","tukaani-project/xz","2024-03-04 15:01:19","1970-01-01 00:00:00","none",0,"","",0,0,"ifunc_updates","branch","",0,"","[]","none",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-02 13:00:00","IssueCommentEvent","JiaT75","tukaani-project/xz","2024-03-02 13:18:34","2024-03-02 13:18:33","created",1974795263,"Thanks for the benchmarking numbers, those easily justify including this feature :)

> Some low-end 64-bit LoongArch CPUs (2K1000 for example) do not support unaligned access, on these CPUs unaligned access will trap and be emulated by the kernel (very slow). So we have to adjust the alignment anyway... I don't have a 2K1000 board for testing though, on my board (3A6000) the alignment adjustment only produces ~1% improvement.

If there are LoongArch CPUs that do not support unaligned access, that is plenty reason to have the code to align the buffer. Thanks for the info!

","",0,0,"","none","JiaT75",86,"Speed up CRC32 calculation on LoongArch","[]","open",0,"","[]",9,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","","","","",0,0,0,"unknown","",0,0,0,0,0,0,"",0,"","",0,0,"","","","none"
"2024-03-02 13:00:00","PullRequestReviewCommentEvent","JiaT75","tukaani-project/xz","2024-03-02 13:23:56","2024-03-02 13:23:56","created",1509965809,"It looks like the `target_compile_definitions(liblzma PRIVATE HAVE_LOONGARCH_CRC32)` was accidentally omitted during the simplification. Can this be added back?","CMakeLists.txt",32,1180,"","none","JiaT75",86,"Speed up CRC32 calculation on LoongArch","[]","open",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","xry111/loongarch-crc","e079b80f9ee1df835015db51e5526a50e8987801","master","5f3d0595296cc3035eae9e7bb6c3ffb1e1267333",0,0,0,"unknown","",0,0,0,0,0,0,"@@ -1156,6 +1157,29 @@ if(ALLOW_ARM64_CRC32)
     endif()
 endif()
 
+# LoongArch CRC32 Intrinsics are in larchintrin.h.
+# These are supported by at least GCC and Clang.
+option(ALLOW_LOONGARCH_CRC32 ""Allow LoongArch CRC32 instruction if \
+supported by the system"" ON)
+
+if(ALLOW_LOONGARCH_CRC32)
+    check_c_source_compiles(""
+            // As at now only 64-bit LoongArch is supported.
+            #if !(defined(__loongarch__) && __loongarch_grlen >= 64)
+            #   error LoongArch CRC32 only supported on 64-bit LoongArch
+            #endif
+
+            #include <larchintrin.h>
+
+            int my_crc(int word, int crc)
+            {
+                return __crc_w_w_w(word, crc);
+            }
+            int main(void) { return 0; }
+        ""
+        HAVE_LOONGARCH_CRC32)",32,"e079b80f9ee1df835015db51e5526a50e8987801","e079b80f9ee1df835015db51e5526a50e8987801",0,0,"","","","none"
"2024-03-02 13:00:00","PullRequestReviewCommentEvent","JiaT75","tukaani-project/xz","2024-03-02 13:32:01","2024-03-02 13:32:01","created",1509966960,"We don't use variables starting with ""_"" since these type of identifiers are reserved. So perhaps `_crc` could be renamed as `crc_unsigned` or `crc_param` or something better that you can think of :)","src/liblzma/check/crc32_loongarch.h",19,19,"","none","JiaT75",86,"Speed up CRC32 calculation on LoongArch","[]","open",0,"","[]",0,"NONE","1970-01-01 00:00:00","1970-01-01 00:00:00","","[]","[]","xry111/loongarch-crc","e079b80f9ee1df835015db51e5526a50e8987801","master","5f3d0595296cc3035eae9e7bb6c3ffb1e1267333",0,0,0,"unknown","",0,0,0,0,0,0,"@@ -0,0 +1,71 @@
+// SPDX-License-Identifier: 0BSD
+
+///////////////////////////////////////////////////////////////////////////////
+//
+/// \file       crc32_loongarch.h
+/// \brief      CRC32 calculation with LoongArch optimization
+//
+//  Authors:    Xi Ruoyao
+//
+///////////////////////////////////////////////////////////////////////////////
+
+
+#ifndef LZMA_CRC32_LOONGARCH_H
+#define LZMA_CRC32_LOONGARCH_H
+
+#include <larchintrin.h>
+
+static uint32_t
+crc32_arch_optimized(const uint8_t *buf, size_t size, uint32_t _crc)",19,"e079b80f9ee1df835015db51e5526a50e8987801","e079b80f9ee1df835015db51e5526a50e8987801",0,0,"","","","none"
